question_id,setting,question,prompt
HQ0026,no_rag,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,"Answer the question using your general knowledge.

Question:
Who was the writer of These Boots Are Made for Walkin' and who died in 2007?

Answer:"
HQ0026,basic_rag,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,"Answer the question using the provided source context.

Source context:
[S001131] (HQ0026; These Boots Are Made for Walkin') ""These Boots Are Made for Walkin' is a hit song written by Lee Hazlewood and recorded by Nancy Sinatra. [S001132] (HQ0026; These Boots Are Made for Walkin')  It charted January 22, 1966 and reached No. 1 in the United States ""Billboard"" Hot 100 and in the UK Singles Chart. [S001129] (HQ0026; Boots (album))  The album is titled after the song on the album ""These Boots Are Made for Walkin'"", which became a #1 hit for Sinatra. [S001103] (HQ0026; Nancy Sinatra)  She is the elder daughter of Frank Sinatra and Nancy (Barbato) Sinatra, and is widely known for her 1966 signature hit ""These Boots Are Made for Walkin'"". [S001133] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin') ""Puss N' Boots/These Boots (Are Made for Walkin')"" is a song by Canadian synthpop band Kon Kan, released as the third single from their 1989 album ""Move to Move"". [S001124] (HQ0026; Boots (EP)) Boots is an EP by KMFDM, featuring a cover of the Nancy Sinatra song ""These Boots Are Made for Walkin'"". [S001134] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin')  The song peaked at #61 in their native Canada, and at #58 on the U.S. ""Billboard"" Hot 100. [S001135] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin')  In October 1989, the song peaked at #11 in New Zealand.

Question:
Who was the writer of These Boots Are Made for Walkin' and who died in 2007?

Answer:"
HQ0026,strict_citation_rag,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001131] (HQ0026; These Boots Are Made for Walkin') ""These Boots Are Made for Walkin' is a hit song written by Lee Hazlewood and recorded by Nancy Sinatra. [S001132] (HQ0026; These Boots Are Made for Walkin')  It charted January 22, 1966 and reached No. 1 in the United States ""Billboard"" Hot 100 and in the UK Singles Chart. [S001129] (HQ0026; Boots (album))  The album is titled after the song on the album ""These Boots Are Made for Walkin'"", which became a #1 hit for Sinatra. [S001103] (HQ0026; Nancy Sinatra)  She is the elder daughter of Frank Sinatra and Nancy (Barbato) Sinatra, and is widely known for her 1966 signature hit ""These Boots Are Made for Walkin'"". [S001133] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin') ""Puss N' Boots/These Boots (Are Made for Walkin')"" is a song by Canadian synthpop band Kon Kan, released as the third single from their 1989 album ""Move to Move"". [S001124] (HQ0026; Boots (EP)) Boots is an EP by KMFDM, featuring a cover of the Nancy Sinatra song ""These Boots Are Made for Walkin'"". [S001134] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin')  The song peaked at #61 in their native Canada, and at #58 on the U.S. ""Billboard"" Hot 100. [S001135] (HQ0026; Puss N' Boots/These Boots Are Made for Walkin')  In October 1989, the song peaked at #11 in New Zealand.

Question:
Who was the writer of These Boots Are Made for Walkin' and who died in 2007?

Answer:"
HQ0027,no_rag,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?","Answer the question using your general knowledge.

Question:
The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?

Answer:"
HQ0027,basic_rag,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?","Answer the question using the provided source context.

Source context:
[S001166] (HQ0027; 2011–12 VCU Rams men's basketball team)  Led by third-year head coach Shaka Smart, the Rams were coming off a season marked by a run to the Final Four. [S001139] (HQ0027; 2012–13 VCU Rams men's basketball team)  Led by fourth-year head coach Shaka Smart, they played their home games at the Stuart C. Siegel Center. [S001159] (HQ0027; 2013–14 VCU Rams men's basketball team)  Led by fifth-year head coach Shaka Smart, they played their home games at the Stuart C. Siegel Center. [S001187] (HQ0027; 2014–15 VCU Rams men's basketball team)  Led by sixth-year head coach Shaka Smart, they continued to play their home games at the Stuart C. Siegel Center. [S001170] (HQ0027; 2010–11 VCU Rams men's basketball team)  The Rams, led by second year head coach Shaka Smart, played their home games at the Stuart C. Siegel Center. [S001145] (HQ0027; 2009–10 VCU Rams men's basketball team)  This was head coach Shaka Smart's first season at VCU. [S001164] (HQ0027; 2011–12 VCU Rams men's basketball team) The 2011–12 VCU Rams men's basketball team represented Virginia Commonwealth University during the 2011–12 NCAA Division I men's basketball season. [S001169] (HQ0027; 2010–11 VCU Rams men's basketball team) The 2010–11 VCU Rams men's basketball team represented Virginia Commonwealth University in the Colonial Athletic Association conference during the 2010–11 NCAA Division I men's basketball season.

Question:
The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?

Answer:"
HQ0027,strict_citation_rag,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001166] (HQ0027; 2011–12 VCU Rams men's basketball team)  Led by third-year head coach Shaka Smart, the Rams were coming off a season marked by a run to the Final Four. [S001139] (HQ0027; 2012–13 VCU Rams men's basketball team)  Led by fourth-year head coach Shaka Smart, they played their home games at the Stuart C. Siegel Center. [S001159] (HQ0027; 2013–14 VCU Rams men's basketball team)  Led by fifth-year head coach Shaka Smart, they played their home games at the Stuart C. Siegel Center. [S001187] (HQ0027; 2014–15 VCU Rams men's basketball team)  Led by sixth-year head coach Shaka Smart, they continued to play their home games at the Stuart C. Siegel Center. [S001170] (HQ0027; 2010–11 VCU Rams men's basketball team)  The Rams, led by second year head coach Shaka Smart, played their home games at the Stuart C. Siegel Center. [S001145] (HQ0027; 2009–10 VCU Rams men's basketball team)  This was head coach Shaka Smart's first season at VCU. [S001164] (HQ0027; 2011–12 VCU Rams men's basketball team) The 2011–12 VCU Rams men's basketball team represented Virginia Commonwealth University during the 2011–12 NCAA Division I men's basketball season. [S001169] (HQ0027; 2010–11 VCU Rams men's basketball team) The 2010–11 VCU Rams men's basketball team represented Virginia Commonwealth University in the Colonial Athletic Association conference during the 2010–11 NCAA Division I men's basketball season.

Question:
The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?

Answer:"
HQ0028,no_rag,"Are both Dictyosperma, and Huernia described as a genus?","Answer the question using your general knowledge.

Question:
Are both Dictyosperma, and Huernia described as a genus?

Answer:"
HQ0028,basic_rag,"Are both Dictyosperma, and Huernia described as a genus?","Answer the question using the provided source context.

Source context:
[S001204] (HQ0028; Huernia) The genus Huernia (family Apocynaceae, subfamily Asclepiadoideae) consists of stem succulents from Eastern and Southern Africa, first described as a genus in 1810. [S001203] (HQ0028; Dictyosperma)  The genus is named from two Greek words meaning ""net"" and ""seed"" and the epithet is Latin for ""white"", the common color of the crownshaft at the top of the trunk. [S001207] (HQ0028; Huernia)  The genus is considered close to the genera ""Stapelia"" and ""Hoodia"". [S001199] (HQ0028; Dictyosperma) Dictyosperma is a monotypic genus of flowering plant in the palm family found in the Mascarene Islands in the Indian Ocean (Mauritius, Réunion and Rodrigues). [S001202] (HQ0028; Dictyosperma)  It is closely related to, and resembles, palms in the ""Archontophoenix"" genus. [S001200] (HQ0028; Dictyosperma)  The sole species, Dictyosperma album, is widely cultivated in the tropics but has been farmed to near extinction in its native habitat. [S001205] (HQ0028; Huernia)  The flowers are five-lobed, usually somewhat more funnel- or bell-shaped than in the closely related genus ""Stapelia"", and often striped vividly in contrasting colours or tones, some glossy, others matt and wrinkled depending on the species concerned. [S001208] (HQ0028; Huernia)  The name is in honour of Justin Heurnius (1587–1652) a Dutch missionary who is reputed to have been the first collector of South African Cape plants.

Question:
Are both Dictyosperma, and Huernia described as a genus?

Answer:"
HQ0028,strict_citation_rag,"Are both Dictyosperma, and Huernia described as a genus?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001204] (HQ0028; Huernia) The genus Huernia (family Apocynaceae, subfamily Asclepiadoideae) consists of stem succulents from Eastern and Southern Africa, first described as a genus in 1810. [S001203] (HQ0028; Dictyosperma)  The genus is named from two Greek words meaning ""net"" and ""seed"" and the epithet is Latin for ""white"", the common color of the crownshaft at the top of the trunk. [S001207] (HQ0028; Huernia)  The genus is considered close to the genera ""Stapelia"" and ""Hoodia"". [S001199] (HQ0028; Dictyosperma) Dictyosperma is a monotypic genus of flowering plant in the palm family found in the Mascarene Islands in the Indian Ocean (Mauritius, Réunion and Rodrigues). [S001202] (HQ0028; Dictyosperma)  It is closely related to, and resembles, palms in the ""Archontophoenix"" genus. [S001200] (HQ0028; Dictyosperma)  The sole species, Dictyosperma album, is widely cultivated in the tropics but has been farmed to near extinction in its native habitat. [S001205] (HQ0028; Huernia)  The flowers are five-lobed, usually somewhat more funnel- or bell-shaped than in the closely related genus ""Stapelia"", and often striped vividly in contrasting colours or tones, some glossy, others matt and wrinkled depending on the species concerned. [S001208] (HQ0028; Huernia)  The name is in honour of Justin Heurnius (1587–1652) a Dutch missionary who is reputed to have been the first collector of South African Cape plants.

Question:
Are both Dictyosperma, and Huernia described as a genus?

Answer:"
HQ0029,no_rag,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,"Answer the question using your general knowledge.

Question:
Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?

Answer:"
HQ0029,basic_rag,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,"Answer the question using the provided source context.

Source context:
[S001230] (HQ0029; Henry J. Kaiser) Henry John Kaiser (May 9, 1882 – August 24, 1967) was an American industrialist who became known as the father of modern American shipbuilding. [S001223] (HQ0029; Kaiser Shipyards)  The shipyards were owned by the Kaiser Shipbuilding Company, a creation of American industrialist Henry J. Kaiser, (1882-1967), who established the shipbuilding company around 1939 in order to help meet the construction goals set by the United States Maritime Commission for merchant shipping. [S001231] (HQ0029; Henry J. Kaiser)  He established the Kaiser Shipyards, which built Liberty ships during World War II, after which he formed Kaiser Aluminum and Kaiser Steel. [S001225] (HQ0029; Kaiser Ventures)  It was founded by Henry J. Kaiser to provide steel plate for the Pacific Coast shipbuilding industry, which expanded during World War II, then shrank, then expanded again during the Korean War. [S001226] (HQ0029; Kaiser Ventures)  California Shipbuilding Corporation on Terminal Island, California, was one of these shipyards which built hundreds of Liberty ships and Victory ships in World War II, and was also a project of Henry Kaiser. [S001234] (HQ0029; Henry J. Kaiser)  Kaiser was involved in large construction projects such as civic centers and dams, and invested in real estate. [S001224] (HQ0029; Kaiser Ventures) Kaiser Ventures (formerly Kaiser Steel) corporation, headquartered in Ontario, California. [S001222] (HQ0029; Kaiser Shipyards)  Kaiser ranked 20th among U.S. corporations in the value of wartime production contracts.

Question:
Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?

Answer:"
HQ0029,strict_citation_rag,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001230] (HQ0029; Henry J. Kaiser) Henry John Kaiser (May 9, 1882 – August 24, 1967) was an American industrialist who became known as the father of modern American shipbuilding. [S001223] (HQ0029; Kaiser Shipyards)  The shipyards were owned by the Kaiser Shipbuilding Company, a creation of American industrialist Henry J. Kaiser, (1882-1967), who established the shipbuilding company around 1939 in order to help meet the construction goals set by the United States Maritime Commission for merchant shipping. [S001231] (HQ0029; Henry J. Kaiser)  He established the Kaiser Shipyards, which built Liberty ships during World War II, after which he formed Kaiser Aluminum and Kaiser Steel. [S001225] (HQ0029; Kaiser Ventures)  It was founded by Henry J. Kaiser to provide steel plate for the Pacific Coast shipbuilding industry, which expanded during World War II, then shrank, then expanded again during the Korean War. [S001226] (HQ0029; Kaiser Ventures)  California Shipbuilding Corporation on Terminal Island, California, was one of these shipyards which built hundreds of Liberty ships and Victory ships in World War II, and was also a project of Henry Kaiser. [S001234] (HQ0029; Henry J. Kaiser)  Kaiser was involved in large construction projects such as civic centers and dams, and invested in real estate. [S001224] (HQ0029; Kaiser Ventures) Kaiser Ventures (formerly Kaiser Steel) corporation, headquartered in Ontario, California. [S001222] (HQ0029; Kaiser Shipyards)  Kaiser ranked 20th among U.S. corporations in the value of wartime production contracts.

Question:
Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?

Answer:"
HQ0030,no_rag,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?","Answer the question using your general knowledge.

Question:
What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?

Answer:"
HQ0030,basic_rag,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?","Answer the question using the provided source context.

Source context:
[S001245] (HQ0030; Tunnels &amp; Trolls) Tunnels & Trolls (abbreviated ""T&T"") is a fantasy role-playing game designed by Ken St. Andre and first published in 1975 by Flying Buffalo. [S001246] (HQ0030; Tunnels &amp; Trolls)  The second modern role-playing game published, it was written by Ken St. Andre to be a more accessible alternative to ""Dungeons & Dragons"" and is suitable for solitaire, group, and play-by-mail gameplay. [S001254] (HQ0030; Ken St. Andre) Kenneth Eugene St. Andre (born on April 28, 1947 in Ogden, Utah) is an American fantasy author and game designer, best known for his work with ""Tunnels & Trolls"" and ""Wasteland"". [S001275] (HQ0030; Tunnels &amp; Trolls: Crusaders of Khazan)  The game is available from Flying Buffalo and in Fiery Dragon's ""Tunnels and Trolls 30th Anniversary Edition"". [S001274] (HQ0030; Tunnels &amp; Trolls: Crusaders of Khazan) Crusaders of Khazan is a computer adaptation of the tabletop role-playing game ""Tunnels and Trolls"", developed and published by New World Computing in 1990 for the PC, FM Towns, PC-88 and PC-98. [S001273] (HQ0030; Arena of Khazan) Arena of Khazan is a 1979 role-playing game adventure for ""Tunnels & Trolls"" published by Flying Buffalo. [S001261] (HQ0030; Starfaring) Starfaring is a science fiction role-playing game created by Ken St. Andre and published by Flying Buffalo in August 1976. [S001258] (HQ0030; Mercenaries, Spies and Private Eyes)  ""MSPE""'s mechanics are based on those of ""Tunnels and Trolls"", with the addition of a skill system for characters.

Question:
What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?

Answer:"
HQ0030,strict_citation_rag,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001245] (HQ0030; Tunnels &amp; Trolls) Tunnels & Trolls (abbreviated ""T&T"") is a fantasy role-playing game designed by Ken St. Andre and first published in 1975 by Flying Buffalo. [S001246] (HQ0030; Tunnels &amp; Trolls)  The second modern role-playing game published, it was written by Ken St. Andre to be a more accessible alternative to ""Dungeons & Dragons"" and is suitable for solitaire, group, and play-by-mail gameplay. [S001254] (HQ0030; Ken St. Andre) Kenneth Eugene St. Andre (born on April 28, 1947 in Ogden, Utah) is an American fantasy author and game designer, best known for his work with ""Tunnels & Trolls"" and ""Wasteland"". [S001275] (HQ0030; Tunnels &amp; Trolls: Crusaders of Khazan)  The game is available from Flying Buffalo and in Fiery Dragon's ""Tunnels and Trolls 30th Anniversary Edition"". [S001274] (HQ0030; Tunnels &amp; Trolls: Crusaders of Khazan) Crusaders of Khazan is a computer adaptation of the tabletop role-playing game ""Tunnels and Trolls"", developed and published by New World Computing in 1990 for the PC, FM Towns, PC-88 and PC-98. [S001273] (HQ0030; Arena of Khazan) Arena of Khazan is a 1979 role-playing game adventure for ""Tunnels & Trolls"" published by Flying Buffalo. [S001261] (HQ0030; Starfaring) Starfaring is a science fiction role-playing game created by Ken St. Andre and published by Flying Buffalo in August 1976. [S001258] (HQ0030; Mercenaries, Spies and Private Eyes)  ""MSPE""'s mechanics are based on those of ""Tunnels and Trolls"", with the addition of a skill system for characters.

Question:
What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?

Answer:"
HQ0031,no_rag,"When was Poison's album ""Shut Up, Make Love"" released?","Answer the question using your general knowledge.

Question:
When was Poison's album ""Shut Up, Make Love"" released?

Answer:"
HQ0031,basic_rag,"When was Poison's album ""Shut Up, Make Love"" released?","Answer the question using the provided source context.

Source context:
[S001315] (HQ0031; Shut Up, Make Love) ""Shut Up, Make Love"" is a song by American rock band Poison; released in 2000, it was the first single presented to radio stations from their 2000 ""Crack a Smile...and More! [S001318] (HQ0031; Shut Up, Make Love)  ""Crack a Smile"" is Poison's fifth studio album, released on March 14, 2000, and charting at #131 on The Billboard 200. [S001319] (HQ0031; Shut Up, Make Love)  The song was the first Poison single with lead guitarist Blues Saraceno. [S001282] (HQ0031; Be the One (Poison song))  The single/sampler was released in February 2000 and featured five b-sides including the first single from the album ""Shut Up, Make Love"" and the four unplugged bonus tracks from the album: ""Every Rose Has Its Thorn"", ""Talk Dirty to Me"", ""Your Mama Don't Dance"" and ""Something to Believe In"". [S001316] (HQ0031; Shut Up, Make Love) "" album. [S001298] (HQ0031; Poison (American band))  The band's breakthrough debut album, the multi-platinum ""Look What the Cat Dragged In"", was released in 1986 and they hit their peak with the second album, ""Open Up and Say... Ahh! [S001296] (HQ0031; Poison (American band))  Poison has sold over 40 million records worldwide and has sold 15 million records in the United States alone. [S001295] (HQ0031; Poison (American band)) Poison is an American rock band that achieved great commercial success in the mid-1980s to the mid-1990s.

Question:
When was Poison's album ""Shut Up, Make Love"" released?

Answer:"
HQ0031,strict_citation_rag,"When was Poison's album ""Shut Up, Make Love"" released?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001315] (HQ0031; Shut Up, Make Love) ""Shut Up, Make Love"" is a song by American rock band Poison; released in 2000, it was the first single presented to radio stations from their 2000 ""Crack a Smile...and More! [S001318] (HQ0031; Shut Up, Make Love)  ""Crack a Smile"" is Poison's fifth studio album, released on March 14, 2000, and charting at #131 on The Billboard 200. [S001319] (HQ0031; Shut Up, Make Love)  The song was the first Poison single with lead guitarist Blues Saraceno. [S001282] (HQ0031; Be the One (Poison song))  The single/sampler was released in February 2000 and featured five b-sides including the first single from the album ""Shut Up, Make Love"" and the four unplugged bonus tracks from the album: ""Every Rose Has Its Thorn"", ""Talk Dirty to Me"", ""Your Mama Don't Dance"" and ""Something to Believe In"". [S001316] (HQ0031; Shut Up, Make Love) "" album. [S001298] (HQ0031; Poison (American band))  The band's breakthrough debut album, the multi-platinum ""Look What the Cat Dragged In"", was released in 1986 and they hit their peak with the second album, ""Open Up and Say... Ahh! [S001296] (HQ0031; Poison (American band))  Poison has sold over 40 million records worldwide and has sold 15 million records in the United States alone. [S001295] (HQ0031; Poison (American band)) Poison is an American rock band that achieved great commercial success in the mid-1980s to the mid-1990s.

Question:
When was Poison's album ""Shut Up, Make Love"" released?

Answer:"
HQ0032,no_rag,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","Answer the question using your general knowledge.

Question:
Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?

Answer:"
HQ0032,basic_rag,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","Answer the question using the provided source context.

Source context:
[S001335] (HQ0032; Buck-Tick) Buck-Tick (stylized as BUCK-TICK) is a Japanese rock band, formed in Fujioka, Gunma in 1983. [S001324] (HQ0032; Hayden (musician)) Paul Hayden Desser (born February 12, 1971) who records as Hayden, is a Canadian singer-songwriter from Thornhill, Ontario. [S001337] (HQ0032; Buck-Tick)  In their three decade career, the band has released 20 studio albums, nearly all reaching the top ten on the charts, of which three in the late eighties and early nineties topped them. [S001338] (HQ0032; Buck-Tick)  They are commonly credited as one of the founders of the visual kei movement. [S001321] (HQ0032; Atsushi Sakurai)  He has been the vocalist of the rock band Buck-Tick since 1985, previously being their drummer from 1983. [S001336] (HQ0032; Buck-Tick)  The group has consisted of Atsushi Sakurai (lead vocals), Hisashi Imai (guitar), Hidehiko Hoshino (guitar), Yutaka Higuchi (bass) and Toll Yagami (drums) since 1985. [S001328] (HQ0032; Mild and Hazy) Mild and Hazy is a 7"" vinyl single by Canadian singer-songwriter Hayden. [S001355] (HQ0032; Skyscraper National Park) Skyscraper National Park is the third album by Canadian singer-songwriter Hayden.

Question:
Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?

Answer:"
HQ0032,strict_citation_rag,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001335] (HQ0032; Buck-Tick) Buck-Tick (stylized as BUCK-TICK) is a Japanese rock band, formed in Fujioka, Gunma in 1983. [S001324] (HQ0032; Hayden (musician)) Paul Hayden Desser (born February 12, 1971) who records as Hayden, is a Canadian singer-songwriter from Thornhill, Ontario. [S001337] (HQ0032; Buck-Tick)  In their three decade career, the band has released 20 studio albums, nearly all reaching the top ten on the charts, of which three in the late eighties and early nineties topped them. [S001338] (HQ0032; Buck-Tick)  They are commonly credited as one of the founders of the visual kei movement. [S001321] (HQ0032; Atsushi Sakurai)  He has been the vocalist of the rock band Buck-Tick since 1985, previously being their drummer from 1983. [S001336] (HQ0032; Buck-Tick)  The group has consisted of Atsushi Sakurai (lead vocals), Hisashi Imai (guitar), Hidehiko Hoshino (guitar), Yutaka Higuchi (bass) and Toll Yagami (drums) since 1985. [S001328] (HQ0032; Mild and Hazy) Mild and Hazy is a 7"" vinyl single by Canadian singer-songwriter Hayden. [S001355] (HQ0032; Skyscraper National Park) Skyscraper National Park is the third album by Canadian singer-songwriter Hayden.

Question:
Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?

Answer:"
HQ0033,no_rag,Which  French ace pilot and adventurer fly L'Oiseau Blanc,"Answer the question using your general knowledge.

Question:
Which  French ace pilot and adventurer fly L'Oiseau Blanc

Answer:"
HQ0033,basic_rag,Which  French ace pilot and adventurer fly L'Oiseau Blanc,"Answer the question using the provided source context.

Source context:
[S001386] (HQ0033; L'Oiseau Blanc)  The aircraft was flown by French World War I aviation heroes, Charles Nungesser and François Coli. [S001385] (HQ0033; L'Oiseau Blanc) L'Oiseau Blanc (commonly known in the English-speaking world as The White Bird ) was a French Levasseur PL.8 biplane that disappeared in 1927, during an attempt to make the first non-stop transatlantic flight between Paris and New York City to compete for the Orteig Prize. [S001361] (HQ0033; François Coli) François Coli (June 5, 1881 – presumably on or after May 8, 1927) was a French pilot and navigator best known as the one-eyed flying partner of Charles Nungesser in their doomed attempt to fly the Atlantic Ocean on the aircraft known as ""L'Oiseau Blanc"". [S001377] (HQ0033; Levasseur PL.8)  Only two examples of the type were built, with the first PL.8-01 named ""L'Oiseau Blanc"" (The White Bird), that gained fame as Nungesser and Coli's aircraft. [S001384] (HQ0033; Wooster and Davis)  On the Paris side of the Atlantic their competitors were another World War One French ace, Charles Nungesser, and his navigator Francois Coli. [S001387] (HQ0033; L'Oiseau Blanc)  The aircraft took off from Paris on 8 May 1927 and was last seen over Ireland. [S001369] (HQ0033; Gervais Raoul Lufbery)  Officially, all but one of his 17 combat victories came while flying in French units. [S001378] (HQ0033; Paul Sauvage (aviator)) Sergent Paul Joannes Sauvage was a French World War I flying ace credited with eight confirmed and six unconfirmed aerial victories.

Question:
Which  French ace pilot and adventurer fly L'Oiseau Blanc

Answer:"
HQ0033,strict_citation_rag,Which  French ace pilot and adventurer fly L'Oiseau Blanc,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S001386] (HQ0033; L'Oiseau Blanc)  The aircraft was flown by French World War I aviation heroes, Charles Nungesser and François Coli. [S001385] (HQ0033; L'Oiseau Blanc) L'Oiseau Blanc (commonly known in the English-speaking world as The White Bird ) was a French Levasseur PL.8 biplane that disappeared in 1927, during an attempt to make the first non-stop transatlantic flight between Paris and New York City to compete for the Orteig Prize. [S001361] (HQ0033; François Coli) François Coli (June 5, 1881 – presumably on or after May 8, 1927) was a French pilot and navigator best known as the one-eyed flying partner of Charles Nungesser in their doomed attempt to fly the Atlantic Ocean on the aircraft known as ""L'Oiseau Blanc"". [S001377] (HQ0033; Levasseur PL.8)  Only two examples of the type were built, with the first PL.8-01 named ""L'Oiseau Blanc"" (The White Bird), that gained fame as Nungesser and Coli's aircraft. [S001384] (HQ0033; Wooster and Davis)  On the Paris side of the Atlantic their competitors were another World War One French ace, Charles Nungesser, and his navigator Francois Coli. [S001387] (HQ0033; L'Oiseau Blanc)  The aircraft took off from Paris on 8 May 1927 and was last seen over Ireland. [S001369] (HQ0033; Gervais Raoul Lufbery)  Officially, all but one of his 17 combat victories came while flying in French units. [S001378] (HQ0033; Paul Sauvage (aviator)) Sergent Paul Joannes Sauvage was a French World War I flying ace credited with eight confirmed and six unconfirmed aerial victories.

Question:
Which  French ace pilot and adventurer fly L'Oiseau Blanc

Answer:"
HQ0034,no_rag,Are Freakonomics and In the Realm of the Hackers both American documentaries?,"Answer the question using your general knowledge.

Question:
Are Freakonomics and In the Realm of the Hackers both American documentaries?

Answer:"
HQ0034,basic_rag,Are Freakonomics and In the Realm of the Hackers both American documentaries?,"Answer the question using the provided source context.

Source context:
[S001431] (HQ0034; Freakonomics (film)) Freakonomics: The Movie is a 2010 American documentary film based on the 2005 book ""Freakonomics: A Rogue Economist Explores the Hidden Side of Everything"" by economist Steven D. Levitt and writer Stephen J. Dubner. [S001432] (HQ0034; Freakonomics (film))  The film premiered at the Tribeca Film Festival in April 2010 with a theatrical release later in the year. [S001428] (HQ0034; In the Realm of the Hackers) In The Realm of the Hackers is a 2003 Australian documentary directed by Kevin Anderson about the prominent hacker community, centered in Melbourne, Australia in the late 1980s until early 1990. [S001396] (HQ0034; Freakonomics Radio)  The show is a spin-off of the 2005 book ""Freakonomics"". [S001391] (HQ0034; Hackers (film))  Made in the 1990s when the internet was unfamiliar to the general public, it reflects the ideals laid out in the Hacker Manifesto quoted in the film: ""This is our world now... the world of the electron and the switch [...] We exist without skin color, without nationality, without religious bias... and you call us criminals. [S001395] (HQ0034; Freakonomics Radio) Freakonomics Radio is an American public radio program which discusses socioeconomic issues for a general audience. [S001430] (HQ0034; In the Realm of the Hackers)  The film runs for 55 minutes and was inspired by the book ""Underground"", by Melbourne-based writer and academic Suelette Dreyfus. [S001390] (HQ0034; Hackers (film))  The film follows a group of high school hackers and their involvement in a corporate extortion conspiracy.

Question:
Are Freakonomics and In the Realm of the Hackers both American documentaries?

Answer:"
